        7551
        12694.012000         12591.720000           921.679000
        12689.922000         12588.844000           921.679000
        12724.533000         12551.651000           922.569000
        12720.185000         12549.181000           922.569000
        12715.837000         12546.712000           922.569000
        12748.780000         12507.775000           923.841000
        12744.368000         12505.423000           923.841000
        12739.956000         12503.071000           923.841000
        13054.431000         11418.734000           917.597000
        13058.677000         11421.374000           917.597000
        13062.923000         11424.014000           917.597000
        13027.833000         11460.894000           917.195000
        13031.999000         11463.658000           917.195000
        13036.166000         11466.422000           917.195000
        13000.192000         11502.559000           916.792000
        13004.359000         11505.323000           916.792000
        13008.525000         11508.087000           916.792000
        12976.584000         11547.385000           916.411000
        12981.148000         11549.427000           916.411000
        12985.712000         11551.469000           916.411000
        12957.100000         11593.909000           916.210000
        12961.839000         11595.502000           916.210000
        12966.579000         11597.094000           916.210000
        12941.173000         11641.304000           916.220000
        12945.913000         11642.897000           916.220000
        12950.652000         11644.490000           916.220000
        12925.246000         11688.700000           916.441000
        12929.986000         11690.293000           916.441000
        12934.726000         11691.885000           916.441000
        12908.619000         11735.580000           916.851000
        12913.275000         11737.403000           916.851000
        12917.931000         11739.226000           916.851000
        12890.389000         11782.138000           917.292000
        12895.045000         11783.961000           917.292000
        12899.701000         11785.784000           917.292000
        12872.160000         11828.697000           917.734000
        12876.816000         11830.520000           917.734000
        12881.471000         11832.343000           917.734000
        12856.136000         11876.647000           918.175000
        12860.991000         11877.841000           918.175000
        12865.847000         11879.036000           918.175000
        12844.191000         11925.199000           918.616000
        12849.046000         11926.393000           918.616000
        12853.901000         11927.588000           918.616000
        12842.493000         11976.199000           919.058000
        12847.492000         11976.083000           919.058000
        12852.491000         11975.967000           919.058000
        12843.655000         12026.185000           919.499000
        12848.654000         12026.069000           919.499000
        12853.653000         12025.953000           919.499000
        12844.817000         12076.172000           919.941000
        12849.816000         12076.056000           919.941000
        12854.814000         12075.940000           919.941000
        12835.031000         12123.147000           920.382000
        12839.827000         12124.563000           920.382000
        12844.622000         12125.978000           920.382000
        12820.873000         12171.100000           920.823000
        12825.669000         12172.516000           920.823000
        12830.464000         12173.932000           920.823000
        12806.715000         12219.054000           921.265000
        12811.510000         12220.470000           921.265000
        12816.306000         12221.885000           921.265000
        12792.557000         12267.007000           921.706000
        12797.352000         12268.423000           921.706000
        12802.147000         12269.839000           921.706000
        12777.655000         12313.722000           922.147000
        12782.127000         12315.957000           922.147000
        12786.600000         12318.192000           922.147000
        12411.763000         12938.995000           928.507000
        12407.565000         12936.279000           928.507000
        12403.366000         12933.564000           928.507000
        12438.916000         12897.010000           928.014000
        12434.718000         12894.294000           928.014000
        12430.519000         12891.579000           928.014000
        12466.161000         12855.376000           927.398000
        12462.097000         12852.464000           927.398000
        12458.033000         12849.551000           927.398000
        12495.286000         12814.735000           926.577000
        12491.222000         12811.822000           926.577000
        12487.157000         12808.910000           926.577000
        12525.648000         12775.441000           925.551000
        12521.777000         12772.276000           925.551000
        12517.906000         12769.111000           925.551000
        12559.418000         12739.559000           924.344000
        12555.975000         12735.934000           924.344000
        12552.532000         12732.309000           924.344000
        12595.671000         12705.125000           923.112000
        12592.228000         12701.499000           923.112000
        12588.784000         12697.874000           923.112000
        12631.924000         12670.690000           921.985000
        12628.480000         12667.065000           921.985000
        12625.037000         12663.439000           921.985000
        12666.027000         12633.658000           921.484000
        12662.341000         12630.280000           921.484000
        12658.654000         12626.902000           921.484000
        12698.101000         12594.597000           921.679000
        13507.035000         12978.709000           953.814000
        13513.905000         12971.443000           953.994000
        13520.776000         12964.177000           953.814000
        13571.943000         13053.560000           956.741000
        13579.451000         13046.954000           956.921000
        13586.958000         13040.349000           956.741000
        13589.210000         13038.367000           956.197000
        13669.221000         13095.314000           959.386000
        13668.720000         13085.326000           959.566000
        13668.220000         13075.339000           959.386000
        13668.069000         13072.342000           958.842000
        13769.211000         13075.057000           961.699000
        11631.345000         11828.522000           944.828000
        11631.500000         11818.523000           945.008000
        11631.656000         11808.525000           944.828000
        11731.301000         11830.113000           942.318000
